ID,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
,1,2017-01-07 20:07:54,2017-01-07 20:07:57,1,11.4,6,N,265,265,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-01-11 10:32:15,2017-01-11 10:32:25,1,3.3,6,N,246,246,1,2.5,0,0.5,0.95,0,0.3,4.25
,2,2017-02-21 15:52:37,2017-02-21 15:52:41,1,0,6,N,264,264,2,500,0.8,0.5,0,0,0.3,501.6
,1,2017-01-18 13:41:58,2017-01-18 13:42:05,1,0.9,6,N,162,162,2,4.5,0,0.5,0,0,0.3,5.3
,1,2017-01-21 18:07:34,2017-01-21 18:07:38,1,5.6,6,N,68,68,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-01-18 06:48:07,2017-01-18 06:48:07,1,0,6,N,127,264,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-01-15 10:52:22,2017-01-15 10:52:33,1,0,6,N,132,132,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-01-01 10:03:39,2017-01-01 10:04:06,1,0,6,N,1,1,1,2.5,0,0.5,147,0,0.3,150.3
,1,2017-01-29 20:10:11,2017-01-29 20:10:15,1,0,6,N,265,265,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-01-25 12:02:19,2017-01-25 12:06:10,1,0.1,6,N,230,230,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-01-20 09:56:42,2017-01-20 09:57:05,1,0.1,6,N,265,265,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-01-09 06:11:01,2017-01-09 06:15:05,1,0,6,N,145,145,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-01-15 17:53:32,2017-01-15 17:54:23,2,0,6,N,100,100,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-01-08 03:59:53,2017-01-08 04:00:05,1,0,6,N,265,265,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-01-28 05:49:32,2017-01-28 05:50:35,1,0.1,6,N,264,264,1,2.5,0,0.5,2,0,0.3,5.3
,2,2017-01-12 09:18:15,2017-01-12 09:19:46,1,0.06,6,N,88,88,2,5.5,0,0.5,0,0,0.3,6.3
,1,2017-01-11 09:52:13,2017-01-11 09:52:15,1,0,6,N,161,161,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-15 12:07:20,2017-02-15 12:15:05,1,0.5,6,N,87,45,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-10 02:10:56,2017-02-10 02:10:59,1,1.2,6,N,186,186,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-01 05:25:08,2017-02-01 05:25:15,1,0,6,N,132,132,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-15 17:39:11,2017-02-15 17:39:20,1,0,6,N,138,138,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-23 02:00:07,2017-02-23 02:00:14,1,0,6,N,145,145,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-11 08:18:51,2017-02-11 08:19:13,1,0,6,N,265,265,1,2.5,0,0.5,350,0,0.3,353.3
,1,2017-02-11 20:15:45,2017-02-11 20:15:52,1,0,6,N,142,142,1,2.5,0,0.5,35,0,0.3,38.3
,1,2017-01-29 11:22:06,2017-01-29 11:22:21,1,0,6,N,209,209,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-01-04 00:49:55,2017-01-04 00:50:12,1,0,6,N,48,48,1,2.5,0,0.5,4.7,0,0.3,8
,1,2017-01-23 17:29:04,2017-01-23 17:29:07,1,0,6,N,143,143,1,2.5,0,0.5,15,0,0.3,18.3
,1,2017-02-21 13:39:29,2017-02-21 13:41:44,1,0.3,6,N,237,237,1,2.5,0,0.5,0.8,0,0.3,4.1
,1,2017-02-08 11:56:38,2017-02-08 11:56:47,1,0,6,N,142,142,1,2.5,0,0.5,11.51,0,0.3,14.81
,2,2017-02-05 23:09:11,2017-02-05 23:13:44,1,0.54,6,N,131,28,2,5.5,0,0.5,0,0,0.3,6.3
,2,2017-02-21 15:53:14,2017-02-21 15:53:20,1,0,6,N,264,264,2,499,0.8,0.5,0,0,0.3,500.6
,1,2017-02-02 06:35:19,2017-02-02 06:38:39,1,0.2,6,N,263,236,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-28 20:16:04,2017-02-28 20:39:46,1,14.5,6,N,249,265,1,2.5,0,0.5,60,22.3,0.3,85.6
,1,2017-01-01 16:38:27,2017-01-01 16:38:27,1,0,6,N,216,264,2,0,0,0,0,0,0,0
,1,2017-01-29 00:31:48,2017-01-29 00:31:59,1,4.8,6,N,68,68,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-01-25 10:51:02,2017-01-25 10:51:07,1,0,6,N,125,125,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-01-03 07:05:27,2017-01-03 07:05:27,1,0,6,N,164,264,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-01-23 10:05:45,2017-01-23 10:05:50,1,0,6,N,234,234,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-01-09 07:26:13,2017-01-09 07:35:23,1,1.6,6,N,145,179,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-25 09:39:33,2017-02-25 09:39:39,1,0,6,N,145,145,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-13 09:28:34,2017-02-13 09:28:47,1,7.7,6,N,265,265,1,2.5,0,0.5,115,0,0.3,118.3
,1,2017-01-11 18:55:21,2017-01-11 18:55:34,1,0,6,N,247,247,2,3.5,0,0.5,0,0,0.3,4.3
,1,2017-01-03 03:57:46,2017-01-03 03:58:11,1,0,6,N,41,41,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-01-26 16:57:45,2017-01-26 16:57:50,1,0,6,N,132,132,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-05 14:44:52,2017-02-05 14:48:37,2,0.9,6,N,75,141,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-04 11:57:04,2017-02-04 11:57:21,1,4.1,6,N,265,265,2,2.5,0,0.5,0,0,0.3,3.3
,2,2017-02-21 15:50:50,2017-02-21 15:50:58,6,0,6,N,264,264,2,750,0.8,0.5,0,0,0.3,751.6
,2,2017-01-12 22:16:34,2017-01-12 22:17:14,1,0,6,N,132,132,2,3.5,0,0.5,0,0,0.3,4.3
,1,2017-02-20 21:53:51,2017-02-20 21:53:51,2,0,6,N,264,264,2,0,0,0,0,0,0,0
,1,2017-02-23 21:17:34,2017-02-23 21:17:50,1,0,6,N,140,140,1,5.5,0,0.5,10,0,0.3,16.3
,2,2017-02-05 22:30:33,2017-02-05 22:45:48,1,0,6,N,28,28,2,5.5,0,0.5,0,0,0.3,6.3
,2,2017-02-07 01:35:20,2017-02-07 04:59:36,1,26.73,6,N,28,28,2,5.5,0,0.5,0,0,0.3,6.3
,1,2017-02-11 06:33:23,2017-02-11 06:47:14,1,10.3,6,N,132,155,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-17 08:55:57,2017-02-17 08:56:03,1,0.1,6,N,161,161,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-16 19:52:03,2017-02-16 19:57:13,2,0.6,6,N,143,143,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-25 18:04:27,2017-02-25 18:16:54,2,1.4,6,N,263,229,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-25 19:53:35,2017-02-25 19:57:45,2,0.6,6,N,236,237,1,2.5,0,0.5,0.66,0,0.3,3.96
,1,2017-02-10 09:35:05,2017-02-10 09:57:03,1,1.9,6,N,140,170,1,2.5,0,0.5,10,0,0.3,13.3
,1,2017-02-13 12:23:17,2017-02-13 12:23:35,1,0,6,N,145,145,2,5.5,0,0.5,0,0,0.3,6.3
,1,2017-02-16 17:33:51,2017-02-16 17:33:54,1,0,6,N,246,246,2,3.5,0,0.5,0,0,0.3,4.3
,1,2017-02-23 21:12:55,2017-02-23 21:17:46,3,1.2,6,N,132,132,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-17 01:12:52,2017-03-17 01:12:56,1,0,6,N,264,264,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-31 06:13:30,2017-03-31 06:13:35,1,0,6,N,87,87,2,2.5,0,0.5,0,0,0.3,3.3
,2,2017-01-29 11:10:50,2017-01-29 11:12:11,1,0,6,N,26,26,2,2.5,0,0.5,0,0,0.3,3.3
,2,2017-01-30 08:58:15,2017-01-30 08:58:55,1,0.02,6,N,88,88,2,5.5,0,0.5,0,0,0.3,6.3
,2,2017-01-13 23:10:04,2017-01-13 23:10:19,1,0,6,N,79,79,2,5.5,0,0.5,0,0,0.3,6.3
,1,2017-01-06 12:17:43,2017-01-06 12:17:54,1,0,6,N,234,234,2,2.5,0,0.5,0,0,0.3,3.3
,2,2017-01-06 09:47:29,2017-01-06 09:47:38,1,0,6,N,138,138,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-01-18 06:47:17,2017-01-18 06:47:17,1,0,6,N,127,264,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-01-22 03:15:51,2017-01-22 03:19:28,1,1.2,6,N,263,229,1,2.5,0,0.5,3,0,0.3,6.3
,1,2017-03-24 17:20:56,2017-03-24 17:21:36,1,0.1,6,N,261,13,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-22 12:15:28,2017-03-22 12:18:12,1,0.1,6,N,162,162,2,2.5,0,0.5,0,0,0.3,3.3
,2,2017-03-23 14:02:58,2017-03-23 14:05:15,1,0.07,6,N,90,90,2,5.5,0,0.5,0,0,0.3,6.3
,1,2017-03-29 16:22:49,2017-03-29 16:26:23,1,0,6,N,230,230,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-30 16:03:33,2017-03-30 16:08:17,2,0.4,6,N,264,264,1,2.5,0,0.5,0.65,0,0.3,3.95
,1,2017-02-04 22:00:53,2017-02-04 22:07:54,4,0.9,6,N,162,230,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-10 10:35:15,2017-02-10 10:36:55,1,0.3,6,N,40,40,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-07 06:13:57,2017-02-07 06:14:27,1,0,6,N,162,162,2,2.5,0,0.5,0,0,0.3,3.3
,2,2017-02-10 12:55:26,2017-02-10 12:55:36,1,0,6,N,158,158,1,5.5,0,0.5,1,0,0.3,7.3
,2,2017-02-20 09:16:32,2017-02-20 09:28:26,1,6.55,6,N,140,87,2,5.5,0,0.5,0,0,0.3,6.3
,2,2017-02-21 15:51:31,2017-02-21 15:51:37,1,0,6,N,264,264,2,400,0.8,0.5,0,0,0.3,401.6
,1,2017-02-15 22:13:38,2017-02-15 22:13:42,1,0,6,N,132,132,2,2.5,0,0.5,0,0,0.3,3.3
,2,2017-02-04 08:08:41,2017-02-04 08:09:17,1,0,6,N,230,230,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-01 05:41:45,2017-02-01 05:41:52,1,0,6,N,161,161,1,2.5,0,0.5,5,0,0.3,8.3
,2,2017-01-27 22:27:46,2017-01-27 22:29:44,1,0,6,N,152,152,2,5.5,0,0.5,0,0,0.3,6.3
,1,2017-01-10 22:45:32,2017-01-10 22:45:38,1,0,6,N,265,265,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-01-03 21:02:37,2017-01-03 21:02:39,1,0,6,N,132,132,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-04 19:55:11,2017-03-04 19:55:24,1,0,6,N,13,231,2,5.5,0,0.5,0,0,0.3,6.3
,1,2017-03-14 11:01:46,2017-03-14 11:05:38,1,0.4,6,N,238,238,1,5.5,0,0.5,0.95,0,0.3,7.25
,2,2017-03-31 13:39:59,2017-03-31 13:40:23,1,0,6,N,142,142,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-02 20:37:08,2017-02-02 20:37:17,1,0,6,N,186,186,2,5.5,0,0.5,0,0,0.3,6.3
,1,2017-02-26 15:19:59,2017-02-26 15:22:10,1,3.4,6,N,10,10,2,3.5,0,0.5,0,0,0.3,4.3
,1,2017-03-11 10:15:02,2017-03-11 10:15:54,1,1.6,6,N,166,166,2,3.5,0,0.5,0,0,0.3,4.3
,1,2017-03-30 20:19:01,2017-03-30 20:19:10,1,0.1,6,N,132,132,2,3.5,0,0.5,0,0,0.3,4.3
,1,2017-03-18 22:11:25,2017-03-18 22:11:44,1,0,6,N,107,107,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-30 01:41:43,2017-03-30 01:41:52,1,0,6,N,161,161,2,655.34,0,0.5,0,0,0.3,656.14
,1,2017-03-24 21:05:40,2017-03-24 21:05:55,1,0,6,N,249,249,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-15 18:05:15,2017-03-15 18:05:23,1,0,6,N,226,226,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-17 01:15:27,2017-03-17 01:56:51,1,12.4,6,N,233,265,2,2.5,0,0.5,0,10.5,0.3,13.8
,1,2017-02-08 22:25:29,2017-02-08 22:25:33,1,0,6,N,166,166,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-26 05:39:27,2017-02-26 05:39:47,1,0,6,N,100,100,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-26 01:29:10,2017-02-26 01:37:55,1,1.4,6,N,100,107,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-19 17:53:29,2017-03-19 17:53:34,1,0,6,N,164,164,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-24 19:38:40,2017-03-24 19:38:44,1,0,6,N,161,161,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-08 13:47:32,2017-03-08 13:48:12,1,0,6,N,48,48,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-07 17:15:50,2017-03-07 17:15:54,1,0,6,N,42,42,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-04-01 09:23:30,2017-04-01 09:25:43,1,0.6,6,N,236,237,2,2.5,0,0.5,0,0,0.3,3.3
,2,2017-03-19 15:44:55,2017-03-19 15:45:00,1,0,6,N,237,237,2,5.5,0,0.5,0,0,0.3,6.3
,1,2017-03-20 15:11:09,2017-03-20 15:11:30,1,20.8,6,N,1,1,2,3.5,0,0.5,0,0,0.3,4.3
,1,2017-03-13 00:31:03,2017-03-13 00:31:15,1,0,6,N,83,83,1,2.5,0,0.5,80,0,0.3,83.3
,1,2017-03-20 14:07:35,2017-03-20 15:05:09,1,20.8,6,N,207,1,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-29 13:57:23,2017-03-29 13:57:29,1,0,6,N,238,238,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-26 07:29:22,2017-03-26 07:31:07,1,0.1,6,N,265,265,1,2.5,0,0.5,15.65,75,0.3,93.95
,1,2017-03-05 04:15:00,2017-03-05 04:15:00,1,0,6,N,50,264,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-20 11:46:21,2017-03-20 11:46:35,1,0,6,N,138,138,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-06 19:00:10,2017-03-06 19:00:13,1,0,6,N,246,246,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-25 10:02:05,2017-03-25 10:02:05,1,0,6,N,264,264,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-04-25 00:28:35,2017-04-25 00:31:08,2,1.3,6,N,132,132,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-04-20 13:11:46,2017-04-20 13:11:50,1,1.8,6,N,162,162,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-04-14 14:01:23,2017-04-14 14:01:34,1,0,6,N,90,90,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-04-07 15:59:31,2017-04-07 15:59:49,1,14.8,6,N,1,1,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-04-14 08:59:48,2017-04-14 08:59:53,1,0,6,N,68,68,1,2.5,0,0.5,3,0,0.3,6.3
,2,2017-02-25 04:03:05,2017-02-25 04:03:48,1,0,6,N,87,87,2,3.5,0,0.5,0,0,0.3,4.3
,1,2017-02-26 06:46:08,2017-02-26 06:46:12,1,3.4,6,N,238,238,2,3.5,0,0.5,0,0,0.3,4.3
,1,2017-02-26 15:13:31,2017-02-26 15:13:31,1,0,6,N,132,264,2,3.5,0,0.5,0,0,0.3,4.3
,1,2017-02-26 15:13:03,2017-02-26 15:13:03,1,0,6,N,132,264,2,3.5,0,0.5,0,0,0.3,4.3
,1,2017-02-26 08:12:22,2017-02-26 08:16:18,2,0.5,6,N,186,90,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-10 22:39:17,2017-02-10 22:40:18,1,0,6,N,141,141,2,655.34,0,0.5,0,0,0.3,656.14
,1,2017-04-04 07:53:16,2017-04-04 07:53:22,1,0,6,N,145,145,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-04-29 11:01:43,2017-04-29 11:01:45,1,0,6,N,112,112,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-04-08 11:01:06,2017-04-08 11:04:19,1,0.6,6,N,125,113,1,2.5,0,0.5,7,0,0.3,10.3
,1,2017-04-04 08:06:50,2017-04-04 08:07:07,1,0,6,N,226,226,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-04-15 09:27:13,2017-04-15 09:27:13,1,0,6,N,162,264,2,655.35,0,0.5,0,0,0.3,656.15
,1,2017-02-16 15:59:54,2017-02-16 16:00:08,1,0,6,N,237,237,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-17 08:57:09,2017-02-17 08:57:20,1,0.1,6,N,161,161,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-12 14:25:24,2017-02-12 14:25:28,1,4.9,6,N,261,261,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-02-17 12:56:02,2017-02-17 12:56:12,1,0,6,N,237,237,2,8.97,0,0.5,0,0,0.3,9.77
,1,2017-02-11 01:09:07,2017-02-11 01:09:11,1,0,6,N,265,265,2,655.34,0,0.5,0,0,0.3,656.14
,1,2017-03-14 00:07:07,2017-03-14 00:07:07,1,0,6,N,132,264,2,5.5,0,0.5,0,0,0.3,6.3
,1,2017-03-22 16:31:16,2017-03-22 16:31:21,1,18.2,6,N,264,264,1,3.5,0,0.5,70.7,0,0.3,75
,1,2017-03-25 09:57:18,2017-03-25 09:57:18,1,0,6,N,264,264,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-03 06:54:24,2017-03-03 06:54:31,2,0,6,N,207,207,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-03 13:33:47,2017-03-03 13:33:55,1,0,6,N,233,233,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-05 19:03:24,2017-03-05 19:24:53,1,9.1,6,N,138,262,2,2.5,0,0.5,0,5.54,0.3,8.84
,2,2017-04-27 16:52:37,2017-04-27 16:55:11,2,0.53,6,N,170,170,2,-2.5,0,-0.5,0,0,-0.3,-3.3
,2,2017-04-27 15:14:06,2017-04-27 15:14:16,1,0.01,6,N,211,211,1,5.5,0,0.5,1.26,0,0.3,7.56
,1,2017-04-01 22:44:40,2017-04-01 22:44:40,1,0,6,N,138,264,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-04-28 09:15:41,2017-04-28 09:15:53,1,0,6,N,181,181,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-04-14 17:53:54,2017-04-14 17:53:54,1,0,6,N,50,264,2,2000,0,0.5,0,0,0.3,2000.8
,1,2017-03-16 21:17:29,2017-03-16 21:17:36,1,0,6,N,100,100,2,5.5,0,0.5,0,0,0.3,6.3
,1,2017-03-11 10:39:28,2017-03-11 10:39:36,1,0.4,6,N,13,13,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-21 22:11:28,2017-03-21 22:11:45,1,0,6,N,24,24,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-13 12:16:45,2017-03-13 12:21:20,1,0,6,N,161,161,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-03-28 07:03:59,2017-03-28 07:04:10,1,0.1,6,N,226,226,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-04-10 14:07:00,2017-04-10 14:07:11,1,0,6,N,265,265,2,2.5,0,0.5,0,0,0.3,3.3
,2,2017-04-27 21:43:21,2017-04-27 21:43:38,2,0,6,N,140,140,2,2.5,0.5,0.5,0,0,0.3,3.8
,1,2017-04-09 22:53:12,2017-04-09 22:55:28,1,0.2,6,N,211,211,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-08-01 16:01:52,2017-08-01 16:01:52,1,0,6,N,93,264,2,1.01,0,0.5,0,0,0.3,1.81
,1,2017-07-31 12:29:19,2017-07-31 12:29:48,1,0.8,6,N,215,130,2,0,0,0,0,0,0,0
,2,2017-07-27 16:19:12,2017-07-27 16:20:28,1,0,6,N,148,148,2,5.5,0,0.5,0,0,0.3,6.3
,1,2017-07-17 11:52:47,2017-07-17 11:53:03,1,0.2,6,N,132,132,2,4.5,0,0.5,0,0,0.3,5.3
,1,2017-05-07 21:20:28,2017-05-07 21:20:40,1,0,6,N,215,215,2,5.5,0,0.5,0,0,0.3,6.3
,1,2017-05-16 21:26:22,2017-05-16 21:26:31,1,0,6,N,237,237,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-05-29 15:45:51,2017-05-29 15:46:24,1,0,6,N,255,255,1,2.5,0,0.5,1,16,0.3,20.3
,2,2017-05-04 08:49:23,2017-05-04 09:08:23,1,6.56,6,N,262,88,2,5.5,0,0.5,0,0,0.3,6.3
,1,2017-05-23 15:24:12,2017-05-23 15:24:16,1,0,6,Y,132,132,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-05-13 00:55:08,2017-05-13 00:55:12,1,3,6,N,17,17,1,2.5,0,0.5,20.22,0,0.3,23.52
,2,2017-04-09 21:45:43,2017-04-09 21:45:55,1,0,6,N,132,132,2,5.5,0,0.5,0,0,0.3,6.3
,1,2017-04-12 15:22:55,2017-04-12 15:23:14,1,0,6,N,142,142,2,3.5,0,0.5,0,0,0.3,4.3
,1,2017-04-09 18:22:24,2017-04-09 18:22:45,1,0,6,N,138,138,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-04-05 05:44:18,2017-04-05 05:45:53,1,0.4,6,N,151,238,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-04-25 18:27:02,2017-04-25 18:27:10,1,8.8,6,N,132,132,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-07-30 00:09:25,2017-07-30 00:09:40,1,0,6,N,79,79,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-07-09 15:21:15,2017-07-09 15:30:05,3,1.1,6,N,43,162,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-12-05 21:49:02,2017-12-05 21:49:43,1,1.9,6,N,229,229,2,0,0,0,0,0,0,0
,1,2017-12-08 23:49:15,2017-12-09 00:03:55,2,1.7,6,N,113,170,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-12-19 04:52:07,2017-12-19 04:52:31,1,0,6,N,100,186,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-10-29 01:11:34,2017-10-29 01:12:12,1,0,6,N,147,147,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-10-18 05:43:53,2017-10-18 05:44:54,0,0.1,6,N,247,247,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-10-23 15:31:20,2017-10-23 15:31:33,1,0,6,N,138,138,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-11-21 17:43:15,2017-11-21 17:43:21,1,0.9,6,N,249,249,2,3.5,0,0.5,0,0,0.3,4.3
,1,2017-11-02 22:37:23,2017-11-02 22:37:52,1,0,6,N,265,265,2,3.5,0,0.5,0,0,0.3,4.3
,1,2017-07-07 12:33:01,2017-07-07 12:33:05,1,0,6,N,162,162,1,2.5,0,0.5,15,0,0.3,18.3
,1,2017-07-03 07:48:17,2017-07-03 08:00:57,1,6.4,6,N,132,134,2,6666.65,0,0.5,0,0,0.3,6667.45
,2,2017-09-02 22:10:54,2017-09-02 22:10:57,1,0,6,N,144,144,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-09-14 21:03:53,2017-09-14 21:25:04,5,2.6,6,N,144,230,1,2.5,0,0.5,0,0,0.3,3.3
,1,2017-09-23 18:28:46,2017-09-23 18:29:10,1,0,6,N,158,158,2,2.5,0,0.5,0,0,0.3,3.3
,2,2017-08-22 08:56:20,2017-08-22 08:56:49,1,0,6,N,164,161,1,5.5,0,0.5,1.26,0,0.3,7.56
,1,2017-08-04 21:27:08,2017-08-04 21:27:20,1,0,6,N,48,48,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-07-28 03:12:38,2017-07-28 03:12:47,1,0,6,N,4,4,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-07-19 13:29:14,2017-07-19 13:29:21,1,0,6,N,231,231,2,2.5,0,0.5,0,0,0.3,3.3
,2,2017-06-26 08:01:48,2017-06-26 08:21:55,1,6.81,6,N,140,88,2,5.5,0,0.5,0,0,0.3,6.3
,1,2017-06-28 13:47:42,2017-06-28 13:53:14,1,1.7,6,N,129,93,2,2.5,0,0.5,0,0,0.3,3.3
,2,2017-10-05 06:06:14,2017-10-05 06:06:32,1,0,6,N,138,138,1,5.5,0,0.5,26,0,0.3,32.3
,1,2017-10-31 03:29:13,2017-10-31 03:29:24,1,8.3,6,N,87,87,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-10-10 15:40:16,2017-10-10 15:40:26,1,0,6,N,261,261,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-10-08 14:49:10,2017-10-08 14:50:29,2,0,6,N,100,164,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-08-24 23:52:10,2017-08-24 23:52:20,1,0,6,N,144,144,2,0.02,0,0.5,0,0,0.3,0.82
,1,2017-08-22 16:59:58,2017-08-22 17:00:05,1,0,6,N,163,163,2,5.5,0,0.5,0,0,0.3,6.3
,2,2017-08-25 23:38:56,2017-08-25 23:39:17,1,0,6,N,132,132,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-08-11 09:09:40,2017-08-11 09:09:51,1,0,6,N,265,265,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-08-15 07:35:55,2017-08-15 07:36:08,1,0,6,N,132,132,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-12-23 13:45:17,2017-12-23 13:47:00,2,1.3,6,N,264,264,2,3.5,0,0.5,0,0,0.3,4.3
,1,2017-12-16 18:57:13,2017-12-16 19:08:58,1,0.9,6,N,107,148,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-12-13 04:07:34,2017-12-13 04:07:53,1,0,6,N,90,90,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-12-02 02:06:37,2017-12-02 02:07:01,1,0,6,N,158,158,2,2.5,0,0.5,0,0,0.3,3.3
,2,2017-09-13 13:22:10,2017-09-13 13:22:16,3,0,6,N,193,193,2,0,0,0,0,0,0,0
,1,2017-09-20 09:46:42,2017-09-20 09:47:50,1,0,6,N,145,264,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-09-24 10:13:35,2017-09-24 10:14:32,1,0,6,N,186,186,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-07-21 13:30:07,2017-07-21 13:30:18,1,0.1,6,N,1,1,2,2.5,0,0.5,0,0,0.3,3.3
,1,2017-07-27 08:39:50,2017-07-27 08:39:56,1,0,6,N,138,138,2,2.5,0,0.5,0,0,0.3,3.3
